Date,Standard,Taiko,CtB,Mania
2020-11-26,7081,2414,1425,4809
2020-11-27,7087,2419,1428,4812
2020-11-28,7088,2421,1430,4813
2020-11-29,7090,2423,1431,4815
2020-11-30,7091,2426,1431,4815
2020-12-01,7092,2428,1431,4816
2020-12-02,7093,2431,1433,4818
2020-12-03,7094,2433,1435,4818
2020-12-04,7095,2436,1436,4820
2020-12-05,7096,2438,1437,4823
2020-12-06,7098,2440,1438,4824
2020-12-07,7099,2444,1438,4826
2020-12-08,7100,2446,1440,4827
2020-12-09,7102,2448,1441,4827
2020-12-10,7104,2450,1443,4829
2020-12-11,7105,2453,1443,4829
2020-12-12,7107,2454,1445,4831
2020-12-13,7108,2457,1445,4832
2020-12-14,7111,2460,1446,4833
2020-12-15,7112,2462,1447,4834
2020-12-16,7114,2464,1447,4836
2020-12-17,7116,2465,1448,4838
2020-12-18,7117,2465,1450,4839
2020-12-19,7118,2468,1451,4840
2020-12-20,7119,2471,1452,4843
2020-12-21,7120,2474,1453,4843
2020-12-22,7122,2475,1453,4844
2020-12-23,7123,2478,1453,4847
2020-12-24,7127,2480,1454,4847
2020-12-25,7129,2483,1456,4848
2020-12-26,7131,2485,1457,4849
2020-12-27,7133,2488,1458,4850
2020-12-28,7135,2491,1459,4852
2020-12-29,7136,2492,1461,4854
2020-12-30,7137,2495,1461,4856
2020-12-31,7139,2498,1463,4859
2021-01-01,7140,2500,1463,4861
2021-01-02,7142,2501,1463,4863
2021-01-03,7146,2503,1465,4864
2021-01-04,7148,2504,1466,4865
2021-01-05,7149,2507,1467,4866
2021-01-06,7150,2509,1468,4868
2021-01-07,7154,2511,1469,4870
2021-01-08,7154,2513,1469,4871
2021-01-09,7156,2515,1470,4875
2021-01-10,7159,2517,1471,4876
2021-01-11,7159,2519,1473,4876
2021-01-12,7161,2520,1473,4877
2021-01-13,7163,2524,1474,4878
2021-01-14,7165,2525,1475,4878
2021-01-15,7166,2526,1476,4882
2021-01-16,7061,2528,1477,4885
2021-01-17,7068,2531,1478,4886
2021-01-18,7071,2532,1480,4888
2021-01-19,7075,2535,1480,4890
2021-01-20,7078,2535,1482,4892
2021-01-21,7081,2536,1482,4894
2021-01-22,7083,2539,1483,4895
2021-01-23,7086,2540,1484,4897
2021-01-24,7089,2540,1486,4899
2021-01-25,7092,2543,1487,4902
2021-01-26,7093,2545,1488,4903
2021-01-27,7095,2547,1488,4904
2021-01-28,7096,2549,1490,4905
2021-01-29,7099,2551,1490,4907
2021-01-30,7101,2552,1491,4908
2021-01-31,7103,2553,1491,4909
2021-02-01,7107,2554,1493,4912
2021-02-02,7111,2556,1493,4915
2021-02-03,7112,2558,1495,4917
2021-02-04,7115,2559,1497,4919
2021-02-05,7117,2562,1497,4921
2021-02-06,7119,2565,1498,4921
2021-02-07,7122,2566,1499,4922
2021-02-08,7124,2568,1499,4923
2021-02-09,7127,2571,1501,4924
2021-02-10,7129,2575,1502,4925
2021-02-11,7131,2577,1503,4928
2021-02-12,7132,2578,1504,4929
2021-02-13,7135,2580,1506,4931
2021-02-14,7138,2582,1506,4933
2021-02-15,7140,2585,1507,4934
2021-02-16,7142,2587,1507,4936
2021-02-17,7145,2588,1509,4938
2021-02-18,7147,2590,1511,4939
2021-02-19,7149,2592,1512,4942
2021-02-20,7151,2593,1512,4944
2021-02-21,7153,2595,1513,4946
2021-02-22,7157,2598,1515,4948
2021-02-23,7159,2601,1515,4950
2021-02-24,7160,2602,1517,4951
2021-02-25,7162,2604,1517,4953
2021-02-26,7165,2606,1518,4954
2021-02-27,7167,2607,1519,4958
2021-02-28,7169,2610,1520,4960
2021-03-01,7171,2612,1520,4960
2021-03-02,7173,2614,1521,4964
2021-03-03,7176,2615,1522,4964
2021-03-04,7177,2618,1523,4966
2021-03-05,7179,2619,1525,4968
2021-03-06,7181,2620,1525,4971
2021-03-07,7184,2622,1527,4973
2021-03-08,7186,2624,1529,4975
2021-03-09,7189,2625,1530,4977
2021-03-10,7191,2627,1530,4978
2021-03-11,7193,2628,1531,4979
2021-03-12,7195,2630,1532,4981
2021-03-13,7197,2630,1532,4984
2021-03-14,7199,2633,1534,4985
2021-03-15,7202,2634,1534,4987
2021-03-16,7204,2636,1535,4989
2021-03-17,7206,2639,1536,4990
2021-03-18,7208,2639,1536,4991
2021-03-19,7211,2640,1538,4993
2021-03-20,7213,2643,1540,4996
2021-03-21,7215,2644,1541,5000
2021-03-22,7217,2645,1541,5000
2021-03-23,7218,2648,1543,5002
2021-03-24,7220,2650,1544,5003
2021-03-25,7221,2653,1544,5005
2021-03-26,7224,2654,1545,5006
2021-03-27,7226,2656,1545,5008
2021-03-28,7228,2658,1546,5010
2021-03-29,7229,2660,1548,5012
2021-03-30,7231,2662,1549,5013
2021-03-31,7233,2663,1550,5015
2021-04-01,7235,2664,1550,5017
2021-04-02,7237,2667,1551,5020
2021-04-03,7238,2668,1552,5021
